clip_id,original_video_id,text_refined,text_final,review_decision,quality_level,content_label,thesis_score
v058_c019,EOXcLDXYIn0,"Ngày mai, nắng nóng gay gắt sẽ xảy ra tại thành phố Huế với nhiệt độ cao nhất đạt 38 độ.","Ngày mai nắng nóng gây gấp, nhiệt độ cao nhất 38 độ.",REVERT,MEDIUM,WEATHER_CORE,75
v058_c020,EOXcLDXYIn0,"Thành phố Cần Thơ đêm nay trời mát với nhiệt độ 26 độ, ngày mai có nắng 34 độ và chiều tối có khả năng có lúc mưa dông.",Thành phố Cần Thơ đêm nay trời mát 26 độ.,REVERT,HIGH,WEATHER_CORE,85
v058_c021,EOXcLDXYIn0,"Ngày mai, tại thành phố Cần Thơ, trời có nắng với nhiệt độ cao nhất 34 độ, chiều tối có khả năng có lúc mưa dông.","Ngày mai trời có nắng 34 độ, chiều tối có lúc mưa dông.",REVERT,HIGH,WEATHER_CORE,85
v058_c022,EOXcLDXYIn0,"Xin chào quý vị, nhiệt độ hiện tại là 32 độ.",Xin chào quý vị 32 độ.,REVERT,LOW,NON_WEATHER,0
v058_c023,EOXcLDXYIn0,Hẹn gặp lại quý vị trong những bản tin tiếp theo.,Hẹn gặp lại các bạn trong những video tiếp theo.,REVERT,LOW,NON_WEATHER,0
v059_c000,ETPYW7Ytqrw,"Philippines đang nỗ lực chạy đua với thời gian để giải cứu hàng nghìn người dân bị mắc kẹt trong nước lũ do bão Vàm Cỏ gây ra, cơn bão gây nhiều thương vong nhất tại nước này từ đầu năm đến nay.",Philippines đang nỗ lực chạy đua với thời gian để giải cứu hàng nghìn người dân bị mắc kẹt trong nước lũ do bão vàm cỏ gây ra.,REVERT,MEDIUM,WEATHER_CORE,70
v059_c001,ETPYW7Ytqrw,Đây là cơn bão gây nhiều thương vong nhất tại Philippines từ đầu năm đến nay.,Đây là cơn bão gây nhiều thương vong nhất tại nước này từ đầu năm đến nay.,REVERT,LOW,NON_WEATHER,0
v059_c002,ETPYW7Ytqrw,"Hình ảnh từ trên cao cho thấy hàng chục thị trấn ở vùng Cayang, phía bắc thủ đô Manila, vẫn đang bị ngập lụt nặng nề.","Hình ảnh quay từ trên cao cho thấy là hàng chục thị trấn ở vùng Cayang, phía bắc của thủ đô Manila vẫn đang bị ngập lụt nặng nề.",REVERT,HIGH,WEATHER_CORE,85
v059_c003,ETPYW7Ytqrw,"Sáng nay, lực lượng bảo vệ bờ biển đã điều động các nhóm cứu hộ và xe lội nước xuống cao su với hy vọng sơ tán thêm nhiều người dân bị mắc kẹt.","Sáng nay, lực lượng bảo vệ bờ biển đã điều động các nhóm cứu hộ, xe lội nước xuống cao su với hy vọng sơ tán thêm được nhiều người dân bị mắc kẹt.",REVERT,LOW,NON_WEATHER,0
v059_c004,ETPYW7Ytqrw,Bão Vàm Cỏ là cơn bão thứ 21 đã đổ bộ vào Philippines trong năm nay.,Bão Vàm Cỏ là cơn bão thứ 21 đổ bộ vào Philippines trong năm nay.,REVERT,HIGH,WEATHER_CORE,85
v059_c005,ETPYW7Ytqrw,"Đến nay, cơn bão này đã làm 53 người thiệt mạng, hơn 70 người mất tích và bị thương.","Đến nay, cơn bão này đã khiến 53 người thiệt mạng, hơn 70 người mất tích và bị thương.",REVERT,LOW,NON_WEATHER,0
v059_c006,ETPYW7Ytqrw,Bão số 13 đang tiến gần nước ta và giảm cấp chậm.,Bão số 13 đến gần nước ta đang giảm cấp chậm.,REVERT,HIGH,WEATHER_CORE,85
v059_c007,ETPYW7Ytqrw,"Đến 16 giờ hôm nay, cường độ bão vẫn rất mạnh ở cấp 12, với gió giật cấp 15.","Đến 16 giờ hôm nay, cường độ bão vẫn rất mạnh ở cấp 12, giật cấp 15.",REVERT,HIGH,WEATHER_CORE,95
v059_c008,ETPYW7Ytqrw,"Tâm bão hiện đang cách Đà Nẵng và Thừa Thiên Huế khoảng 170 km, cách Quảng Trị khoảng 300 km về phía đông đông nam.","Tâm bão hiện cách Đà Nẵng và Thừa Thiên Huế khoảng 170 km, cách Quảng Trị khoảng 300 km về phía đông đông nam.",REVERT,HIGH,WEATHER_CORE,95
v059_c009,ETPYW7Ytqrw,"Dự báo trong 12 giờ tới, bão sẽ di chuyển theo hướng Tây-Tây Bắc.","Dự báo trong 12 giờ tới, bão sẽ di chuyển theo hướng Tây-Tây Bắc.",OK,HIGH,WEATHER_CORE,85
v059_c010,ETPYW7Ytqrw,"Đến 4 giờ ngày 15 tháng 1, tâm bão nằm ngay trên vùng bờ biển từ Hà Tĩnh đến Quảng Ngãi.","Đến 4 giờ ngày 15 tháng 1, tâm bão ở ngay trên vùng bờ biển Hà Tĩnh đến Quảng Ngãi.",REVERT,HIGH,WEATHER_CORE,90
v059_c011,ETPYW7Ytqrw,"Bão mạnh cấp 10, cấp 11, với gió giật đạt cấp 14.","Bão mạnh cấp 10, cấp 11, giật cấp 14.",REVERT,HIGH,WEATHER_CORE,90
v059_c012,ETPYW7Ytqrw,"Trong 12 đến 24 giờ tới, bão sẽ đổ bộ vào đất liền từ Hà Tĩnh đến Quảng Nam và suy yếu dần thành áp thấp nhiệt đới.","Trong 12 đến 24 giờ tới, bão sẽ đi vào đất liền từ Hà Tĩnh đến Quảng Nam và suy yếu dần thành áp thấp nhiệt đới.",REVERT,HIGH,WEATHER_CORE,95
v059_c013,ETPYW7Ytqrw,"Từ giờ cho đến khi bão đi vào đất liền, bão sẽ tiếp tục gây ra thời tiết rất xấu trên biển.","Từ giờ cho đến khi đi vào đất liền, bão sẽ tiếp tục gây thời tiết rất xấu trên biển.",REVERT,HIGH,WEATHER_CORE,85
v059_c014,ETPYW7Ytqrw,"Cảnh báo vùng nguy hiểm trên biển trong 24 giờ tới sẽ kéo dài từ vĩ tuyến 14 đến 19 độ vĩ Bắc, phía Tây kinh tuyến 112 độ Kinh Đông.",Cảnh báo vùng nguy hiểm trên biển trong 24 giờ tới sẽ kéo dài từ vĩ tuyến 14 đến 19 độ vĩ Bắc.,REVERT,HIGH,WEATHER_CORE,90
v059_c015,ETPYW7Ytqrw,Phía Tây kinh tuyến 112 độ Kinh Đông.,Phía Tây kinh tuyến 112 độ Kinh Đông.,OK,LOW,NON_WEATHER,0
v059_c016,ETPYW7Ytqrw,"Đầu giờ chiều nay, gió bão ở Lý Sơn, Quảng Ngãi đã đạt cấp 9, cấp 10, với những cơn gió giật lên đến cấp 12.","Đầu giờ chiều nay, gió bão ở Lý Sơn, Quảng Ngãi đã đạt cấp 9, cấp 10, giật cấp 12.",REVERT,HIGH,WEATHER_CORE,95
v059_c017,ETPYW7Ytqrw,Sóng biển cao từ 5 đến 7 mét.,Sóng biển cao từ 5 đến 7 mét.,OK,HIGH,WEATHER_CORE,90
v059_c018,ETPYW7Ytqrw,"Nhiều khu vực như cảng Lý Sơn, hang cò thôn Tây, An Hải đang bị sóng biển phủ trắng, tràn lên kè bê tông, uy hiếp các hộ dân sống ven biển.","Nhiều khu vực như cảng Lý Sơn, hang cò thôn Tây, An Hải thì sóng biển vẫn phủ trắng, tràn kè bê tông",REVERT,HIGH,WEATHER_CORE,90
v059_c019,ETPYW7Ytqrw,"Sóng biển cao từ 5 đến 7 mét tại nhiều khu vực như cảng Lý Sơn, hang cò thôn Tây, An Hải đã tràn kè bê tông và uy hiếp các hộ dân sống ở ven biển.",và uy hiếp các hộ dân sống ở ven biển.,REVERT,LOW,NON_WEATHER,0
v059_c020,ETPYW7Ytqrw,Gió to và sóng lớn có khả năng ảnh hưởng đến hàng trăm tàu cá nhỏ đang neo đậu tại vùng trú ẩn An Vĩnh và An Hải.,"Gió to, sóng lớn có khả năng ảnh hưởng đến hàng trăm tàu cá nhỏ đang neo đậu",REVERT,HIGH,WEATHER_CORE,85
v059_c021,ETPYW7Ytqrw,"Gió to, sóng lớn có khả năng ảnh hưởng đến hàng trăm tàu cá nhỏ đang neo đậu tại vùng neo trú tàu thuyền An Vĩnh và An Hải.",tại vùng neo trú tàu thuyền An Vĩnh và An Hải.,REVERT,LOW,NON_WEATHER,0
v059_c022,ETPYW7Ytqrw,"Mặc dù chưa đổ bộ vào đất liền, nhưng bão số 13 đã có cường độ mạnh và được đánh giá không kém gì cơn bão số 9 vừa qua do vùng ảnh hưởng rộng lớn.","Tuy chưa vào bờ, nhưng bão số 13 đã có cờng độ mạnh và được nhận định là không thua gì",REVERT,LOW,NON_WEATHER,0
v059_c023,ETPYW7Ytqrw,"Bão số 13, mặc dù chưa đổ bộ, nhưng đã có cường độ mạnh và được đánh giá không thua kém cơn bão số 9 vừa qua do vùng ảnh hưởng rộng.",cơn bão số 9 vừa qua bởi vùng ảnh hưởng rộng.,REVERT,LOW,NON_WEATHER,0
v059_c024,ETPYW7Ytqrw,"Trước diễn biến phức tạp của mưa bão, huyện Lý Sơn đã hoàn thành việc di dời gần 300 hộ dân, tương đương gần 1.000 người, đến nơi trú ẩn an toàn trước khi bão đổ bộ với sức gió dự kiến đạt cấp 12, giật cấp 13, 14 vào đêm nay.","Trước diễn biến phức tạp của mưa bão, huyện Lý Sơn cũng vừa hoàn thành việc di rời gần 300 hộ dân",REVERT,HIGH,WEATHER_CORE,85
v059_c025,ETPYW7Ytqrw,Gần 1.000 người dân trong vùng nguy hiểm đã được di dời đến nơi trú ẩn an toàn trước khi mưa bão đổ bộ vào.,với gần 1.000 người nằm trong vùng su yếu về nơi tranh chủ an toàn trước khi mưa bão đổ bộ vào,REVERT,LOW,NON_WEATHER,0
v059_c026,ETPYW7Ytqrw,"Bão số 13 dự kiến sẽ có sức gió cấp 12, giật cấp 13, 14 vào đêm nay.","với sức gió cấp 12, giật cấp 13, 14 dự kiến vào đêm nay.",REVERT,MEDIUM,WEATHER_CORE,75
v059_c027,ETPYW7Ytqrw,100% hộ dân trong vùng nguy cơ ảnh hưởng của bão tại Thừa Thiên Huế đã được sơ tán đến nơi trú ẩn an toàn.,100% hộ dân trong vùng nguy cơ ảnh hưởng của bão tại Thừa Thiên Huế,REVERT,HIGH,WEATHER_CORE,90
v059_c028,ETPYW7Ytqrw,100% hộ dân trong vùng nguy cơ ảnh hưởng của bão tại Thừa Thiên Huế đã được sơ tán đến nơi trú ẩn an toàn.,cũng đã vừa được sơ tán đến nơi tranh chủ an toàn.,REVERT,LOW,NON_WEATHER,0
v059_c029,ETPYW7Ytqrw,Phóng viên Mỹ-Nga sẽ cung cấp thông tin chi tiết đến quý vị về tình hình bão số 13 và công tác ứng phó tại các địa phương.,Phóng viên Mỹ-Nga sẽ cung cấp thông tin chi tiết đến quý vị.,REVERT,LOW,NON_WEATHER,0
v059_c030,ETPYW7Ytqrw,"Thưa quý vị, đến thời điểm này, các địa điểm kiến trúc cổ như trường học và các trụ sở làm việc đã được chính quyền tỉnh Thừa Thiên Huế kịp thời tận dụng làm nơi sơ tán cho người dân.","Thưa quý vị, đến thời điểm này, những địa điểm kiến cổ như trường học, các trụ sở làm việc",REVERT,LOW,NON_WEATHER,0
v059_c031,ETPYW7Ytqrw,Các cấp chính quyền từ Thừa Thiên Huế đã kịp thời tận dụng những địa điểm như trường học và trụ sở làm việc để làm nơi sơ tán cho người dân.,"đã được các cấp chính quyền từ Thừa Thiên Huế kịp thời tận dùng để làm nơi sơ tán cho người dân,",REVERT,LOW,NON_WEATHER,0
v059_c032,ETPYW7Ytqrw,Rõ ràng rằng những hộ dân ở các vùng thấp trũng và vùng nguy hiểm đã được hỗ trợ để có nơi trú bão an toàn.,"Rất rõ ràng rằng những hộ dân ở các vùng thấp trũng, vùng nguy hiểm đã được giúp đỡ để có nơi trú bão an toàn.",REVERT,LOW,NON_WEATHER,0
v059_c033,ETPYW7Ytqrw,"Ngay từ sáng sớm hôm nay, các cấp chính quyền tỉnh Thừa Thiên Huế đã tiến hành di dời các hộ dân là người già, neo đơn và những hộ dân ở vùng thấp trũng, ven sông, biển đến nơi an toàn.","Ngay từ sáng sớm hôm nay, các cấp chính quyền tỉnh Thừa Thiên Huế đã thiện hành dư dơi",REVERT,LOW,NON_WEATHER,0
v059_c034,ETPYW7Ytqrw,"Ngay từ sáng sớm hôm nay, các cấp chính quyền tỉnh Thừa Thiên Huế đã tiến hành di dời các hộ dân là người già, cận kề, neo đơn, và những hộ dân ở vùng thấp trũng, ven sông, biển, hồ Nha Tàm đến nơi an toàn.","các đội tường là người gia cạ, neo đơn, những hồ dân vùng thấp trụng, đen sông, biển, hồ Nha Tàm,",REVERT,LOW,NON_WEATHER,0
v059_c035,ETPYW7Ytqrw,"Huyện Lý Sơn đã hoàn thành việc di dời gần 300 hộ dân, với gần 1.000 người, nằm trong vùng nguy hiểm đến nơi trú ẩn an toàn trước khi bão đổ bộ.",Nha cấp 4 đến nơi an toàn.,REVERT,LOW,NON_WEATHER,0
v059_c036,ETPYW7Ytqrw,"Đến 13h45 chiều nay, 14 tháng 11, toàn tỉnh Thừa Thiên Huế đã di dời hơn 21.000 hộ dân cùng hơn 72.000 nhân khẩu ra khỏi vùng nguy hiểm, đạt tỷ lệ 100%.","Đến 13h45 chiều nay 14 tháng 11, toàn tỉnh đã dư dơi hơn 21.000 hồ dân",REVERT,LOW,NON_WEATHER,0
v059_c037,ETPYW7Ytqrw,"Đến 13 giờ 45 phút chiều nay, 14 tháng 11, toàn tỉnh Thừa Thiên Huế đã sơ tán hơn 21.000 hộ dân, với hơn 72.000 nhân khẩu ra khỏi vùng nguy hiểm, đạt tỷ lệ 100%.","cùng hơn 72.000 nhân cậu ra khỏi vùng nguy hiểm, chiếm tỷ lệ 100%.",REVERT,LOW,NON_WEATHER,0
v059_c038,ETPYW7Ytqrw,"Trong thời gian bão sắp đổ bộ, chính quyền địa phương tiếp tục túc trực 24/24, lực lượng ứng trực luôn sẵn sàng cứu hộ người dân khi cần thiết và thường xuyên nắm bắt thông tin về tình hình mưa bão.","Trong thời gian bão sắp đột bộ, chính quyền địa phương tiếp tục túc trực 24 trên 24,",REVERT,MEDIUM,WEATHER_CORE,70
v059_c039,ETPYW7Ytqrw,Lực lượng ứng trực luôn sẵn sàng cứu hộ người dân khi cần thiết và thường xuyên cập nhật thông tin về tình hình mưa bão.,"Lực lượng ứng trực luôn sẵn sàng cứu hộ cho người dân khi cần thiết, đồng thời thường xuyên nắm bắt thông tin về tình hình mưa bão.",REVERT,HIGH,WEATHER_CORE,70
v059_c040,ETPYW7Ytqrw,Tuyệt đối không để người dân bị chia cắt tại những vùng còn gặp nhiều nguy hiểm.,Tuyệt đối không để người dân bị chia cắt tại những vùng còn gặp nhiều nguy hiểm.,OK,LOW,NON_WEATHER,0
v059_c041,ETPYW7Ytqrw,"Tại các khu vực sơ tán, người dân luôn được đảm bảo đầy đủ lương thực, thực phẩm và nhu yếu phẩm.","Tại những nơi sơ tán, người dân luôn được đảm bảo đầy đủ lương thực, thực phẩm và nhu yếu phẩm.",REVERT,LOW,NON_WEATHER,0
v059_c042,ETPYW7Ytqrw,"Ngoài ra, lực lượng cứu hộ cũng sẽ luôn túc trực để bảo vệ tài sản và đảm bảo an toàn cho người dân.","Ngoài ra, cả cư lực lượng cũng sẽ luôn túc trực để bảo vệ tài sản, an toàn trực tư,",REVERT,LOW,NON_WEATHER,0
v059_c043,ETPYW7Ytqrw,Rất rõ ràng rằng chính quyền địa phương đã giúp người dân yên tâm trong thời gian trú bão.,quá rõ giúp người dân yên tâm trong thời gian tranh chủ bão.,REVERT,LOW,NON_WEATHER,0
v059_c044,ETPYW7Ytqrw,"Từ trưa đến chiều nay, mưa và gió do bão số 13 đã xuất hiện tại một số khu vực ven biển của tỉnh Quảng Bình.","Từ trưa vào chiều nay, mưa và gió từ bão số 13 cũng đã xuất hiện",REVERT,HIGH,WEATHER_CORE,85
v059_c045,ETPYW7Ytqrw,"Từ trưa đến chiều nay, mưa và gió từ bão số 13 đã xuất hiện tại một số khu vực ven biển của tỉnh Quảng Bình.",tại một số khu vực ven biển của tỉnh Quảng Bình.,REVERT,LOW,NON_WEATHER,0
v059_c046,ETPYW7Ytqrw,"Phóng viên Bảo Hân đang có mặt tại cửa biển Nhật Lệ, tỉnh Quảng Bình, để đưa tin về tình hình ứng phó với cơn bão số 13 đang có nguy cơ đổ bộ vào địa phương này.",Phóng viên Bảo Hân đưa tin tại cửa biển Nhật Lệ của tỉnh Quảng Bình.,REVERT,LOW,NON_WEATHER,0
v059_c047,ETPYW7Ytqrw,"Thưa quý vị và các bạn, tôi đang có mặt tại bãi biển Nhật Lệ, tỉnh Quảng Bình, nơi vừa trải qua hai cơn lũ liên tiếp gây thiệt hại nặng nề, trong bối cảnh cơn bão số 13 đang có nguy cơ đổ bộ vào địa phương này.","Thưa quý vị và quán, tôi đang có mặt tại chối Cựu Hồ tại bãi biển Nhật Lệ, tỉnh Quảng Bình.",REVERT,LOW,NON_WEATHER,0
v059_c048,ETPYW7Ytqrw,Hai cơn lũ liên tiếp vừa qua đã làm hư hỏng nặng nề các cống trên địa bàn này.,Hai cơn lụ liên tiếp vừa rồi đã tan khóa cống trên này rất là nặng nề.,REVERT,LOW,NON_WEATHER,0
v059_c049,ETPYW7Ytqrw,"Trước khi khắc phục, cơn bão số 13 và tình hình biển đang rất phức tạp.","Trước khi khắc phục thì cơn bão 13 và diện biển hết sức phức tạp,",REVERT,LOW,NON_WEATHER,0
v059_c050,ETPYW7Ytqrw,Cơn bão số 13 đang có nguy cơ đổ bộ vào địa phương này.,đang có nguy cơ đổ bộ vào địa phương này.,REVERT,LOW,NON_WEATHER,0
v059_c051,ETPYW7Ytqrw,"Hiện nay, chính quyền và lực lượng chức năng tỉnh Quảng Bình đang tiến hành rào riếp và thực hiện các phương án nhằm chủ động ứng phó, giảm thiểu thiệt hại do cơn bão số 13 có nguy cơ đổ bộ vào địa phương.","Hiện nay, chỉnh viên và lực lượng chức năng của tỉnh Quảng Bình đang phải rào riếp",REVERT,LOW,NON_WEATHER,0
v059_c052,ETPYW7Ytqrw,Chỉnh viên và lực lượng chức năng của tỉnh Quảng Bình đang khẩn trương thực hiện các phương án nhằm chủ động ứng phó và giảm thiểu đến mức thấp nhất sự thiệt hại nếu cơn bão số 13 đổ bộ vào địa phương này.,thực hiện các phương án nhằm chủ đồng ứng phó và giảm thiệu đến mức thấp nhất sự thiệt hại,REVERT,LOW,NON_WEATHER,0
v059_c053,ETPYW7Ytqrw,"Nếu cơn bão này đổ bộ vào địa phương này, chính quyền và lực lượng chức năng sẽ phải khẩn trương thực hiện các phương án ứng phó nhằm giảm thiểu thiệt hại.",nếu cơn bão này đổ bộ vào địa phương này.,REVERT,LOW,NON_WEATHER,0
v059_c054,ETPYW7Ytqrw,"Hiện tại, khoảng hơn 6.700 tàu cá của người dân trong và ngoài tỉnh Quảng Bình đã vào các khu neo đậu an toàn tại các bến thuyền thuộc cảng Hồng La, cảng Dân và bến thuyền Nhật Lệ.","Thời điểm hiện tại, khoảng hơn 6.700 tàu cả của người dân trong và ngoài tỉnh Quảng Bình",REVERT,LOW,NON_WEATHER,0
v059_c055,ETPYW7Ytqrw,"Hơn 6.700 tàu cá của người dân trong và ngoài tỉnh Quảng Bình đã vào các khu neo đậu an toàn tại các bến thuyền thuộc cảng Hồng La, cảng Dân và bến thuyền Nhật Lệ.",đã vào các khu néo đầu an toàn tại các ấu thuyền bến bại của các khu vực,REVERT,LOW,NON_WEATHER,0
v059_c056,ETPYW7Ytqrw,"Hơn 6.700 tàu cá của người dân trong và ngoài tỉnh Quảng Bình đã vào các khu neo đậu an toàn tại cảng Hồng La, cảng Dân và bến thuyền Nhật Lệ.","thuộc cảng Hồng La, cảng Dân và ấu thuyền Nhật Lệ.",REVERT,LOW,NON_WEATHER,0
v059_c057,ETPYW7Ytqrw,"Công tác di dân đã được thực hiện chủ động, với hơn 20.000 hộ dân được sơ tán.","Công tác di dân đã được chủ động thực hiện, với hơn 20.000 hộ dân được sơ tán.",REVERT,LOW,NON_WEATHER,0
v059_c058,ETPYW7Ytqrw,Khoảng 75.000 người đã có kế hoạch di dời đến nơi an toàn nhằm chủ động phòng tránh bão.,với khoảng 75.000 người đã có kế hoạch di dời để nơi an toàn nhằm chủ đồng phòng chắn,REVERT,LOW,NON_WEATHER,0
v059_c059,ETPYW7Ytqrw,Tình trạng sạt lở đất tại 107 điểm đang có nguy cơ xảy ra.,Tình trạng sạt lở đất tại 107 điểm có nguy cơ xảy ra.,REVERT,LOW,NON_WEATHER,0
v059_c060,ETPYW7Ytqrw,"Tại khu vực biên giới, gần 250 ngôi nhà của người dân đã được lực lượng bộ đội gia cố và chuẩn bị lương thực, nhu yếu phẩm, nước uống để hỗ trợ bà con.","Tại khu vực biên giới, gần 250 nhà của người dân nơi đây cũng được lực lượng bộ đội biến phòng chăng chống",REVERT,LOW,NON_WEATHER,0
v059_c061,ETPYW7Ytqrw,"Lực lượng bộ đội biên phòng đã tiến hành gia cố, chuẩn bị lương thực, nhu yếu phẩm và nước uống cho bà con tại khu vực biên giới.","gia cố, lương thực, nhu yếu phẩm, nước uống cũng đã được chuẩn bị và chú cập cho bà con.",REVERT,LOW,NON_WEATHER,0
v059_c062,ETPYW7Ytqrw,"Ban Chỉ huy Phòng chống thiên tai và Tìm kiếm cứu nạn tỉnh Quảng Bình đã điều động nhân lực, vật lực để ứng phó kịp thời với cơn bão số 13, nhằm giảm thiểu thiệt hại có thể xảy ra.",Bán chỉ huy phòng chống thiên tai và cửu hồ cầu nàng tỉnh Quảng Bình,REVERT,LOW,NON_WEATHER,0
v059_c063,ETPYW7Ytqrw,"Bán chỉ huy phòng chống thiên tai và cứu hộ tỉnh Quảng Bình đã điều động nhân lực, vật lực đến mọi điểm đóng như cửa biển và khu vực có nguy cơ bị ảnh hưởng bởi bão nhằm trực chiến ứng phó kịp thời theo phương châm ""bốn tại chỗ"".","cũng đã điều đồng nhân lực vật lực để mọi điểm đóng như cửa biện,",REVERT,LOW,NON_WEATHER,0
v059_c064,ETPYW7Ytqrw,"Bán chỉ huy phòng chống thiên tai và cứu hộ cứu nạn tỉnh Quảng Bình đã điều động nhân lực, vật lực đến các cửa biển và khu vực có nguy cơ bị ảnh hưởng bởi bão nhằm trực chiến ứng phó kịp thời theo phương châm ""4 tại chỗ"".","khu vực có nguy cơ bị ảnh hưởng bão nhằm trực chiến ứng phó, kịp thời theo phương chấm bộ tài trợ.",REVERT,LOW,NON_WEATHER,0
v059_c065,ETPYW7Ytqrw,"Hy vọng rằng với sự chủ động chuẩn bị như vậy, chính quyền và nhân dân tỉnh Quảng Bình sẽ giảm thiểu đến mức thấp nhất những thiệt hại có thể xảy ra nếu cơn bão đổ bộ vào địa phương này.",Hy vọng rằng với sự chủ đồng chuẩn bị như thế này thì chính quyền và nhân dân tận Quảng Bình,REVERT,LOW,NON_WEATHER,0
v059_c066,ETPYW7Ytqrw,Chính quyền và nhân dân tỉnh Quảng Bình đang chủ động chuẩn bị để giảm thiểu đến mức thấp nhất thiệt hại có thể xảy ra nếu cơn bão đổ bộ vào địa phương này.,sẽ giảm thiệu đến mức thấp nhất những thiệt hại có thể xảy ra nếu cơn bão đổ bổ vào nơi đây.,REVERT,LOW,NON_WEATHER,0
v059_c067,ETPYW7Ytqrw,"Tại huyện Cẩm Xuyên, tỉnh Hà Tĩnh, những đợt mưa bão liên tiếp vừa qua đã khiến tuyến đê biển Cẩm Nhượng hư hỏng nghiêm trọng và đứng trước nguy cơ bị ảnh hưởng lớn từ cơn bão số 13.","Tại huyện Cẩm Xuyên của tỉnh Hà Tĩnh, những đợt mưa bão liên tục vừa qua",REVERT,LOW,NON_WEATHER,0
v059_c068,ETPYW7Ytqrw,"Tuyến đê biển Cẩm Nhượng ở huyện Cẩm Xuyên, tỉnh Hà Tĩnh đã bị hư hỏng nghiêm trọng do những đợt mưa bão liên tiếp vừa qua.",cũng đã khiến cho tuyến đê biển Cẩm Nhượng hư hỏng nghiêm trọng.,REVERT,LOW,NON_WEATHER,0
v059_c069,ETPYW7Ytqrw,"Tuyến đê biển Cẩm Nhượng, huyện Cẩm Xuyên, tỉnh Hà Tĩnh, tiếp tục đối mặt với nguy cơ bị ảnh hưởng nghiêm trọng từ cơn bão số 13.",Tuyến đê này tiếp tục đứng trước nguy cơ bị ảnh hưởng lớn từ cơn bão số 13.,REVERT,HIGH,WEATHER_CORE,85
v059_c070,ETPYW7Ytqrw,"Các phương án gia cố tuyến đê biển Cẩm Nhượng, huyện Cẩm Xuyên, tỉnh Hà Tĩnh đã được khẩn trương triển khai từ sáng sớm nay.",Những phương án gia cố tuyến đê này đã được khẩn trương triển khai từ sáng sớm nay.,REVERT,LOW,NON_WEATHER,0
v059_c071,ETPYW7Ytqrw,"Thông tin chi tiết từ phóng viên Quang Tiến tại hiện trường cho biết, cơn bão số 13 sắp đổ bộ vào đất liền, gây nguy cơ lớn cho tuyến đê biển Cẩm Nhượng ở huyện Cẩm Xuyên, tỉnh Hà Tĩnh, nơi bảo vệ hơn 2.000 hộ dân, hiện đã bị hư hỏng nghiêm trọng và cần khẩn trương gia cố.",Thông tin chi tiết từ phóng viên Quang Tiến tại hiện trường.,REVERT,LOW,NON_WEATHER,0
v059_c072,ETPYW7Ytqrw,"Thưa quý vị, hiện tôi đang có mặt tại tuyến đê biển Cẩm Nhượng thuộc huyện Cẩm Xuyên, tỉnh Hà Tĩnh, nơi đang đối mặt với nguy cơ hư hỏng nghiêm trọng do những đợt mưa bão liên tiếp vừa qua.","Thưa quý vị, lúc này tôi đang có mặt tại tuyến đê biển Cẩm Nhượng của huyện Cẩm Xuyên tỉnh Hà Tĩnh.",REVERT,LOW,NON_WEATHER,0
v059_c073,ETPYW7Ytqrw,"Tuyến đê biển Cẩm Nhượng, đóng vai trò sống còn, bảo vệ hơn 2.000 hộ dân ở phía trong đê, hiện đang bị sụt lún và hư hỏng nghiêm trọng trước cơn bão số 13 sắp đổ bộ.","Đây là tuyến đê đóng vai trò sống yếu, bảo vệ hơn 2.000 hồ dân ở phía trong đê.",REVERT,LOW,NON_WEATHER,0
v059_c074,ETPYW7Ytqrw,"Hiện tại, tuyến đê biển Cẩm Nhượng ở huyện Cẩm Xuyên, tỉnh Hà Tĩnh đã bị sụt lún và hư hỏng nghiêm trọng, đứng trước nguy cơ bị ảnh hưởng lớn từ cơn bão số 13 sắp đổ bộ.","Tuy nhiên, hiện tại tuyến đê này đã bị sụn cắp và hư hỏng nghiêm trọng.",REVERT,LOW,NON_WEATHER,0
v059_c075,ETPYW7Ytqrw,Cơn bão số 13 sắp đổ bộ vào đất liền.,Trường cơn bão số 13 sắp đổ bộ vào đất liền.,REVERT,MEDIUM,WEATHER_CORE,60
v059_c076,ETPYW7Ytqrw,"Từ 5 giờ sáng hôm nay, Ủy ban nhân dân huyện Cẩm Xuyên đã huy động hàng trăm người dân và cán bộ, tập trung phương tiện, máy móc, vật liệu để gia cố tuyến đê biển Cẩm Nhượng.","Từ 5 giờ sáng hôm nay, ủy ban nhân dân Huyền Cẩm Xuyên đã hủy động hàng trăm người dân,",REVERT,LOW,NON_WEATHER,0
v059_c077,ETPYW7Ytqrw,"Từ 5 giờ sáng hôm nay, Ủy ban nhân dân huyện Cẩm Xuyên đã huy động hàng trăm cán bộ, tập trung máy móc, đá để gia cố tuyến đê biển Cẩm Nhượng.","cạng bộ, tập trung phước tiền, máy móc, rò đá để giác cổ tuyến đê Cẩm Nhượng.",REVERT,LOW,NON_WEATHER,0
v059_c078,ETPYW7Ytqrw,Chính quyền địa phương đã triển khai phương án di dời người dân ở phía trong đê để đảm bảo an toàn trước khi bão đổ bộ.,"Bên kia đó, chính quyền địa phương cũng đã lấy phương án dưới rời người dân phía trong đê",REVERT,LOW,NON_WEATHER,0
